AccelerationX,AccelerationY,AccelerationZ
-0.0123,-0.0001,-0.9967
-0.0126,-0.0007,-0.9975
-0.0128,-0.0013,-0.9979
-0.0134,-0.0019,-0.9974
-0.0134,-0.0024,-0.998
-0.0134,-0.0017,-0.9983
-0.0132,-0.0008,-0.9982
-0.0133,0.0003,-0.9974
-0.0135,0.0001,-0.9979
-0.0122,-0.0007,-0.9989
-0.0118,-0.0013,-0.9986
-0.0116,-0.0009,-0.9976
-0.0114,0,-0.9974
-0.0122,0,-0.9977
-0.0131,-0.0006,-0.9977
-0.0138,-0.0005,-0.998
-0.0141,-0.0005,-0.998
-0.0136,-0.0003,-0.9977
-0.0126,-0.0005,-0.9977
-0.0122,-0.0004,-0.9979
-0.012,-0.0008,-0.9977
-0.0126,-0.0012,-0.9985
-0.0125,-0.001,-0.9983
-0.0119,0.0004,-0.9978
-0.0123,0.0007,-0.9978
-0.013,-0.0005,-0.9975
-0.0134,-0.0011,-0.9976
-0.0147,-0.0007,-0.9988
-0.0148,-0.0006,-0.9987
-0.0141,-0.0002,-0.9976
-0.0132,-0.0001,-0.9978
-0.0121,-0.0004,-0.997
-0.0125,-0.0007,-0.997
-0.0132,-0.0009,-0.9976
-0.0118,0.0001,-0.9969
-0.0114,0,-0.9971
-0.0107,0.0002,-0.9966
-0.0121,-0.0001,-0.997
-0.0137,-0.0009,-0.9982
-0.0138,-0.0014,-0.9988
-0.0131,-0.0003,-0.9982
-0.0137,0.001,-0.9976
-0.0135,-0.0004,-0.9985
-0.0128,-0.0014,-0.9984
-0.0127,-0.0017,-0.9988
-0.0116,-0.0015,-0.9991
-0.0121,-0.0005,-0.9976
-0.0124,-0.0004,-0.9969
-0.0126,0.0001,-0.9969
-0.0127,0.0011,-0.9966
-0.0122,0.0003,-0.9978
-0.0135,-0.0015,-0.9981
-0.0136,-0.0023,-0.9984
-0.0135,-0.0016,-0.9985
-0.0132,-0.0006,-0.9977
-0.0126,-0.0001,-0.9972
-0.0125,-0.0005,-0.9977
-0.0123,-0.0017,-0.9975
-0.0112,-0.0015,-0.9973
-0.0115,-0.0008,-0.9975
-0.0121,0.0001,-0.9966
-0.0121,0.0006,-0.9962
-0.0132,0.0009,-0.9971
-0.0136,0.0008,-0.9982
-0.0134,0.0001,-0.9984
-0.0132,-0.0001,-0.9978
-0.0114,-0.0002,-0.9982
-0.0114,-0.0011,-0.9986
-0.0127,-0.0012,-0.9971
-0.0127,-0.0016,-0.9971
-0.0123,-0.0013,-0.9971
-0.0127,-0.0007,-0.9976
-0.012,0.0001,-0.9982
-0.012,0.0014,-0.9974
-0.0132,0.0007,-0.9977
-0.0133,-0.0003,-0.9981
-0.013,0.0001,-0.9979
-0.0118,0.0003,-0.9975
-0.0118,0.0003,-0.9977
-0.0127,-0.0015,-0.9983
-0.013,-0.0021,-0.9977
-0.0134,-0.0008,-0.9974
-0.0134,-0.0004,-0.9976
-0.0124,-0.0006,-0.9978
-0.0122,-0.0008,-0.9985
-0.0126,-0.0004,-0.9985
-0.0128,-0.0007,-0.9983
-0.0138,-0.0012,-0.9979
-0.013,-0.0008,-0.9973
-0.0114,-0.0008,-0.998
-0.0119,-0.0012,-0.9979
-0.0123,-0.0007,-0.9972
-0.0122,-0.0013,-0.9983
-0.0115,-0.0011,-0.9985
-0.0124,0,-0.9976
-0.0132,0.0001,-0.9975
-0.0121,0,-0.9975
-0.0119,0.0002,-0.9975
-0.0132,-0.0004,-0.9975
-0.0131,-0.0014,-0.9977
-0.0134,-0.001,-0.9979
-0.0127,-0.0008,-0.9985
-0.0117,-0.0001,-0.9982
-0.0121,0.0002,-0.9978
-0.0131,0.0004,-0.9976
-0.0134,0.0008,-0.9978
-0.0132,0.0005,-0.9978
-0.0132,0,-0.9984
-0.0123,-0.0003,-0.9982
-0.0117,-0.0011,-0.9974
-0.0127,-0.0014,-0.9978
-0.0128,-0.0015,-0.9987
-0.0126,-0.0008,-0.9988
-0.0125,-0.0006,-0.9982
-0.0139,-0.0005,-0.9977
-0.014,-0.0008,-0.9977
-0.0139,-0.0012,-0.9988
-0.0132,-0.0011,-0.9979
-0.0128,0,-0.9969
-0.0127,0.0001,-0.9973
-0.0122,-0.0001,-0.9977
-0.0109,-0.0004,-0.9976
-0.0106,-0.0007,-0.9972
-0.0117,0.0003,-0.9977
-0.0133,0.0008,-0.9974
